id,atk,def,sta,percent,,,,,,,,
"7,8,0",07,08,00,33,,07,08,00,070800,70800,070800,07;08;00
"7,7,15",07,07,15,64,,07,07,15,070715,70715,070715,07;07;15
"7,7,14",07,07,14,62,,07,07,14,070714,70714,070714,07;07;14
"7,7,13",07,07,13,60,,07,07,13,070713,70713,070713,07;07;13
"7,7,12",07,07,12,58,,07,07,12,070712,70712,070712,07;07;12
"7,7,11",07,07,11,56,,07,07,11,070711,70711,070711,07;07;11
"7,7,10",07,07,10,53,,07,07,10,070710,70710,070710,07;07;10
"7,7,9",07,07,09,51,,07,07,09,070709,70709,070709,07;07;09
"7,7,8",07,07,08,49,,07,07,08,070708,70708,070708,07;07;08
"7,7,7",07,07,07,47,,07,07,07,070707,70707,070707,07;07;07
"7,7,6",07,07,06,44,,07,07,06,070706,70706,070706,07;07;06
"7,7,5",07,07,05,42,,07,07,05,070705,70705,070705,07;07;05
"7,7,4",07,07,04,40,,07,07,04,070704,70704,070704,07;07;04
"7,7,3",07,07,03,38,,07,07,03,070703,70703,070703,07;07;03
"7,7,2",07,07,02,36,,07,07,02,070702,70702,070702,07;07;02
"7,7,1",07,07,01,33,,07,07,01,070701,70701,070701,07;07;01
"7,7,0",07,07,00,31,,07,07,00,070700,70700,070700,07;07;00
"7,6,15",07,06,15,62,,07,06,15,070615,70615,070615,07;06;15
"7,6,14",07,06,14,60,,07,06,14,070614,70614,070614,07;06;14
"7,6,13",07,06,13,58,,07,06,13,070613,70613,070613,07;06;13
"7,6,12",07,06,12,56,,07,06,12,070612,70612,070612,07;06;12
"7,6,11",07,06,11,53,,07,06,11,070611,70611,070611,07;06;11
"7,6,10",07,06,10,51,,07,06,10,070610,70610,070610,07;06;10
"7,6,9",07,06,09,49,,07,06,09,070609,70609,070609,07;06;09
"7,6,8",07,06,08,47,,07,06,08,070608,70608,070608,07;06;08
"7,6,7",07,06,07,44,,07,06,07,070607,70607,070607,07;06;07
"7,6,6",07,06,06,42,,07,06,06,070606,70606,070606,07;06;06
"7,6,5",07,06,05,40,,07,06,05,070605,70605,070605,07;06;05
"7,6,4",07,06,04,38,,07,06,04,070604,70604,070604,07;06;04
"7,6,3",07,06,03,36,,07,06,03,070603,70603,070603,07;06;03
"7,6,2",07,06,02,33,,07,06,02,070602,70602,070602,07;06;02
"7,6,1",07,06,01,31,,07,06,01,070601,70601,070601,07;06;01
"7,6,0",07,06,00,29,,07,06,00,070600,70600,070600,07;06;00
"7,5,15",07,05,15,60,,07,05,15,070515,70515,070515,07;05;15
"7,5,14",07,05,14,58,,07,05,14,070514,70514,070514,07;05;14
"7,5,13",07,05,13,56,,07,05,13,070513,70513,070513,07;05;13
"7,5,12",07,05,12,53,,07,05,12,070512,70512,070512,07;05;12
"7,5,11",07,05,11,51,,07,05,11,070511,70511,070511,07;05;11
"7,5,10",07,05,10,49,,07,05,10,070510,70510,070510,07;05;10
"7,5,9",07,05,09,47,,07,05,09,070509,70509,070509,07;05;09
"7,5,8",07,05,08,44,,07,05,08,070508,70508,070508,07;05;08
"7,5,7",07,05,07,42,,07,05,07,070507,70507,070507,07;05;07
"7,5,6",07,05,06,40,,07,05,06,070506,70506,070506,07;05;06
"7,5,5",07,05,05,38,,07,05,05,070505,70505,070505,07;05;05
"7,5,4",07,05,04,36,,07,05,04,070504,70504,070504,07;05;04
"7,5,3",07,05,03,33,,07,05,03,070503,70503,070503,07;05;03
"7,5,2",07,05,02,31,,07,05,02,070502,70502,070502,07;05;02
"7,5,1",07,05,01,29,,07,05,01,070501,70501,070501,07;05;01
"7,5,0",07,05,00,27,,07,05,00,070500,70500,070500,07;05;00
"7,4,15",07,04,15,58,,07,04,15,070415,70415,070415,07;04;15
"7,4,14",07,04,14,56,,07,04,14,070414,70414,070414,07;04;14
"7,4,13",07,04,13,53,,07,04,13,070413,70413,070413,07;04;13
"7,4,12",07,04,12,51,,07,04,12,070412,70412,070412,07;04;12
"7,4,11",07,04,11,49,,07,04,11,070411,70411,070411,07;04;11
"7,4,10",07,04,10,47,,07,04,10,070410,70410,070410,07;04;10
"7,4,9",07,04,09,44,,07,04,09,070409,70409,070409,07;04;09
"7,4,8",07,04,08,42,,07,04,08,070408,70408,070408,07;04;08
"7,4,7",07,04,07,40,,07,04,07,070407,70407,070407,07;04;07
"7,4,6",07,04,06,38,,07,04,06,070406,70406,070406,07;04;06
"7,4,5",07,04,05,36,,07,04,05,070405,70405,070405,07;04;05
"7,4,4",07,04,04,33,,07,04,04,070404,70404,070404,07;04;04
"7,4,3",07,04,03,31,,07,04,03,070403,70403,070403,07;04;03
"7,4,2",07,04,02,29,,07,04,02,070402,70402,070402,07;04;02
"7,4,1",07,04,01,27,,07,04,01,070401,70401,070401,07;04;01
"7,4,0",07,04,00,24,,07,04,00,070400,70400,070400,07;04;00
"7,3,15",07,03,15,56,,07,03,15,070315,70315,070315,07;03;15
"7,3,14",07,03,14,53,,07,03,14,070314,70314,070314,07;03;14
"7,3,13",07,03,13,51,,07,03,13,070313,70313,070313,07;03;13
"7,3,12",07,03,12,49,,07,03,12,070312,70312,070312,07;03;12
"7,3,11",07,03,11,47,,07,03,11,070311,70311,070311,07;03;11
"7,3,10",07,03,10,44,,07,03,10,070310,70310,070310,07;03;10
"7,3,9",07,03,09,42,,07,03,09,070309,70309,070309,07;03;09
"7,3,8",07,03,08,40,,07,03,08,070308,70308,070308,07;03;08
"7,3,7",07,03,07,38,,07,03,07,070307,70307,070307,07;03;07
"7,3,6",07,03,06,36,,07,03,06,070306,70306,070306,07;03;06
"7,3,5",07,03,05,33,,07,03,05,070305,70305,070305,07;03;05
"7,3,4",07,03,04,31,,07,03,04,070304,70304,070304,07;03;04
"7,3,3",07,03,03,29,,07,03,03,070303,70303,070303,07;03;03
"7,3,2",07,03,02,27,,07,03,02,070302,70302,070302,07;03;02
"7,3,1",07,03,01,24,,07,03,01,070301,70301,070301,07;03;01
"7,3,0",07,03,00,22,,07,03,00,070300,70300,070300,07;03;00
"7,2,15",07,02,15,53,,07,02,15,070215,70215,070215,07;02;15
"7,2,14",07,02,14,51,,07,02,14,070214,70214,070214,07;02;14
"7,2,13",07,02,13,49,,07,02,13,070213,70213,070213,07;02;13
"7,2,12",07,02,12,47,,07,02,12,070212,70212,070212,07;02;12
"7,2,11",07,02,11,44,,07,02,11,070211,70211,070211,07;02;11
"7,2,10",07,02,10,42,,07,02,10,070210,70210,070210,07;02;10
"7,2,9",07,02,09,40,,07,02,09,070209,70209,070209,07;02;09
"7,2,8",07,02,08,38,,07,02,08,070208,70208,070208,07;02;08
"7,2,7",07,02,07,36,,07,02,07,070207,70207,070207,07;02;07
"7,2,6",07,02,06,33,,07,02,06,070206,70206,070206,07;02;06
"7,2,5",07,02,05,31,,07,02,05,070205,70205,070205,07;02;05
"7,2,4",07,02,04,29,,07,02,04,070204,70204,070204,07;02;04
"7,2,3",07,02,03,27,,07,02,03,070203,70203,070203,07;02;03
"7,2,2",07,02,02,24,,07,02,02,070202,70202,070202,07;02;02
"7,2,1",07,02,01,22,,07,02,01,070201,70201,070201,07;02;01
"7,2,0",07,02,00,20,,07,02,00,070200,70200,070200,07;02;00
"7,1,15",07,01,15,51,,07,01,15,070115,70115,070115,07;01;15
"7,1,14",07,01,14,49,,07,01,14,070114,70114,070114,07;01;14
"7,1,13",07,01,13,47,,07,01,13,070113,70113,070113,07;01;13
"7,1,12",07,01,12,44,,07,01,12,070112,70112,070112,07;01;12
"7,1,11",07,01,11,42,,07,01,11,070111,70111,070111,07;01;11
"7,1,10",07,01,10,40,,07,01,10,070110,70110,070110,07;01;10
"7,1,9",07,01,09,38,,07,01,09,070109,70109,070109,07;01;09
"7,1,8",07,01,08,36,,07,01,08,070108,70108,070108,07;01;08
"7,1,7",07,01,07,33,,07,01,07,070107,70107,070107,07;01;07
"7,1,6",07,01,06,31,,07,01,06,070106,70106,070106,07;01;06
"7,1,5",07,01,05,29,,07,01,05,070105,70105,070105,07;01;05
"7,1,4",07,01,04,27,,07,01,04,070104,70104,070104,07;01;04
"7,1,3",07,01,03,24,,07,01,03,070103,70103,070103,07;01;03
"7,1,2",07,01,02,22,,07,01,02,070102,70102,070102,07;01;02
"7,1,1",07,01,01,20,,07,01,01,070101,70101,070101,07;01;01
"7,1,0",07,01,00,18,,07,01,00,070100,70100,070100,07;01;00
"7,0,15",07,00,15,49,,07,00,15,070015,70015,070015,07;00;15
"7,0,14",07,00,14,47,,07,00,14,070014,70014,070014,07;00;14
"7,0,13",07,00,13,44,,07,00,13,070013,70013,070013,07;00;13
"7,0,12",07,00,12,42,,07,00,12,070012,70012,070012,07;00;12
"7,0,11",07,00,11,40,,07,00,11,070011,70011,070011,07;00;11
"7,0,10",07,00,10,38,,07,00,10,070010,70010,070010,07;00;10
"7,0,9",07,00,09,36,,07,00,09,070009,70009,070009,07;00;09
"7,0,8",07,00,08,33,,07,00,08,070008,70008,070008,07;00;08
"7,0,7",07,00,07,31,,07,00,07,070007,70007,070007,07;00;07
"7,0,6",07,00,06,29,,07,00,06,070006,70006,070006,07;00;06
"7,0,5",07,00,05,27,,07,00,05,070005,70005,070005,07;00;05
"7,0,4",07,00,04,24,,07,00,04,070004,70004,070004,07;00;04
"7,0,3",07,00,03,22,,07,00,03,070003,70003,070003,07;00;03
"7,0,2",07,00,02,20,,07,00,02,070002,70002,070002,07;00;02
"7,0,1",07,00,01,18,,07,00,01,070001,70001,070001,07;00;01
"7,0,0",07,00,00,16,,07,00,00,070000,70000,070000,07;00;00
"6,15,15",06,15,15,80,,06,15,15,061515,61515,061515,06;15;15
"6,15,14",06,15,14,78,,06,15,14,061514,61514,061514,06;15;14
"6,15,13",06,15,13,76,,06,15,13,061513,61513,061513,06;15;13
"6,15,12",06,15,12,73,,06,15,12,061512,61512,061512,06;15;12
"6,15,11",06,15,11,71,,06,15,11,061511,61511,061511,06;15;11
"6,15,10",06,15,10,69,,06,15,10,061510,61510,061510,06;15;10
"6,15,9",06,15,09,67,,06,15,09,061509,61509,061509,06;15;09
"6,15,8",06,15,08,64,,06,15,08,061508,61508,061508,06;15;08
"6,15,7",06,15,07,62,,06,15,07,061507,61507,061507,06;15;07
"6,15,6",06,15,06,60,,06,15,06,061506,61506,061506,06;15;06
"6,15,5",06,15,05,58,,06,15,05,061505,61505,061505,06;15;05
"6,15,4",06,15,04,56,,06,15,04,061504,61504,061504,06;15;04
"6,15,3",06,15,03,53,,06,15,03,061503,61503,061503,06;15;03
"6,15,2",06,15,02,51,,06,15,02,061502,61502,061502,06;15;02
"6,15,1",06,15,01,49,,06,15,01,061501,61501,061501,06;15;01
"6,15,0",06,15,00,47,,06,15,00,061500,61500,061500,06;15;00
"6,14,15",06,14,15,78,,06,14,15,061415,61415,061415,06;14;15
"6,14,14",06,14,14,76,,06,14,14,061414,61414,061414,06;14;14
"6,14,13",06,14,13,73,,06,14,13,061413,61413,061413,06;14;13
"6,14,12",06,14,12,71,,06,14,12,061412,61412,061412,06;14;12
"6,14,11",06,14,11,69,,06,14,11,061411,61411,061411,06;14;11
"6,14,10",06,14,10,67,,06,14,10,061410,61410,061410,06;14;10
"6,14,9",06,14,09,64,,06,14,09,061409,61409,061409,06;14;09
"6,14,8",06,14,08,62,,06,14,08,061408,61408,061408,06;14;08
"6,14,7",06,14,07,60,,06,14,07,061407,61407,061407,06;14;07
"6,14,6",06,14,06,58,,06,14,06,061406,61406,061406,06;14;06
"6,14,5",06,14,05,56,,06,14,05,061405,61405,061405,06;14;05
"6,14,4",06,14,04,53,,06,14,04,061404,61404,061404,06;14;04
"6,14,3",06,14,03,51,,06,14,03,061403,61403,061403,06;14;03
"6,14,2",06,14,02,49,,06,14,02,061402,61402,061402,06;14;02
"6,14,1",06,14,01,47,,06,14,01,061401,61401,061401,06;14;01
"6,14,0",06,14,00,44,,06,14,00,061400,61400,061400,06;14;00
"6,13,15",06,13,15,76,,06,13,15,061315,61315,061315,06;13;15
"6,13,14",06,13,14,73,,06,13,14,061314,61314,061314,06;13;14
"6,13,13",06,13,13,71,,06,13,13,061313,61313,061313,06;13;13
"6,13,12",06,13,12,69,,06,13,12,061312,61312,061312,06;13;12
"6,13,11",06,13,11,67,,06,13,11,061311,61311,061311,06;13;11
"6,13,10",06,13,10,64,,06,13,10,061310,61310,061310,06;13;10
"6,13,9",06,13,09,62,,06,13,09,061309,61309,061309,06;13;09
"6,13,8",06,13,08,60,,06,13,08,061308,61308,061308,06;13;08
"6,13,7",06,13,07,58,,06,13,07,061307,61307,061307,06;13;07
"6,13,6",06,13,06,56,,06,13,06,061306,61306,061306,06;13;06
"6,13,5",06,13,05,53,,06,13,05,061305,61305,061305,06;13;05
"6,13,4",06,13,04,51,,06,13,04,061304,61304,061304,06;13;04
"6,13,3",06,13,03,49,,06,13,03,061303,61303,061303,06;13;03
"6,13,2",06,13,02,47,,06,13,02,061302,61302,061302,06;13;02
"6,13,1",06,13,01,44,,06,13,01,061301,61301,061301,06;13;01
"6,13,0",06,13,00,42,,06,13,00,061300,61300,061300,06;13;00
"6,12,15",06,12,15,73,,06,12,15,061215,61215,061215,06;12;15
"6,12,14",06,12,14,71,,06,12,14,061214,61214,061214,06;12;14
"6,12,13",06,12,13,69,,06,12,13,061213,61213,061213,06;12;13
"6,12,12",06,12,12,67,,06,12,12,061212,61212,061212,06;12;12
"6,12,11",06,12,11,64,,06,12,11,061211,61211,061211,06;12;11
"6,12,10",06,12,10,62,,06,12,10,061210,61210,061210,06;12;10
"6,12,9",06,12,09,60,,06,12,09,061209,61209,061209,06;12;09
"6,12,8",06,12,08,58,,06,12,08,061208,61208,061208,06;12;08
"6,12,7",06,12,07,56,,06,12,07,061207,61207,061207,06;12;07
"6,12,6",06,12,06,53,,06,12,06,061206,61206,061206,06;12;06
"6,12,5",06,12,05,51,,06,12,05,061205,61205,061205,06;12;05
"6,12,4",06,12,04,49,,06,12,04,061204,61204,061204,06;12;04
"6,12,3",06,12,03,47,,06,12,03,061203,61203,061203,06;12;03
"6,12,2",06,12,02,44,,06,12,02,061202,61202,061202,06;12;02
"6,12,1",06,12,01,42,,06,12,01,061201,61201,061201,06;12;01
"6,12,0",06,12,00,40,,06,12,00,061200,61200,061200,06;12;00
"6,11,15",06,11,15,71,,06,11,15,061115,61115,061115,06;11;15
"6,11,14",06,11,14,69,,06,11,14,061114,61114,061114,06;11;14
"6,11,13",06,11,13,67,,06,11,13,061113,61113,061113,06;11;13
"6,11,12",06,11,12,64,,06,11,12,061112,61112,061112,06;11;12
"6,11,11",06,11,11,62,,06,11,11,061111,61111,061111,06;11;11
"6,11,10",06,11,10,60,,06,11,10,061110,61110,061110,06;11;10
"6,11,9",06,11,09,58,,06,11,09,061109,61109,061109,06;11;09
"6,11,8",06,11,08,56,,06,11,08,061108,61108,061108,06;11;08
"6,11,7",06,11,07,53,,06,11,07,061107,61107,061107,06;11;07
"6,11,6",06,11,06,51,,06,11,06,061106,61106,061106,06;11;06
"6,11,5",06,11,05,49,,06,11,05,061105,61105,061105,06;11;05
"6,11,4",06,11,04,47,,06,11,04,061104,61104,061104,06;11;04
"6,11,3",06,11,03,44,,06,11,03,061103,61103,061103,06;11;03
"6,11,2",06,11,02,42,,06,11,02,061102,61102,061102,06;11;02
"6,11,1",06,11,01,40,,06,11,01,061101,61101,061101,06;11;01
"6,11,0",06,11,00,38,,06,11,00,061100,61100,061100,06;11;00
"6,10,15",06,10,15,69,,06,10,15,061015,61015,061015,06;10;15
"6,10,14",06,10,14,67,,06,10,14,061014,61014,061014,06;10;14
"6,10,13",06,10,13,64,,06,10,13,061013,61013,061013,06;10;13
"6,10,12",06,10,12,62,,06,10,12,061012,61012,061012,06;10;12
"6,10,11",06,10,11,60,,06,10,11,061011,61011,061011,06;10;11
"6,10,10",06,10,10,58,,06,10,10,061010,61010,061010,06;10;10
"6,10,9",06,10,09,56,,06,10,09,061009,61009,061009,06;10;09
"6,10,8",06,10,08,53,,06,10,08,061008,61008,061008,06;10;08
"6,10,7",06,10,07,51,,06,10,07,061007,61007,061007,06;10;07
"6,10,6",06,10,06,49,,06,10,06,061006,61006,061006,06;10;06
"6,10,5",06,10,05,47,,06,10,05,061005,61005,061005,06;10;05
"6,10,4",06,10,04,44,,06,10,04,061004,61004,061004,06;10;04
"6,10,3",06,10,03,42,,06,10,03,061003,61003,061003,06;10;03
"6,10,2",06,10,02,40,,06,10,02,061002,61002,061002,06;10;02
"6,10,1",06,10,01,38,,06,10,01,061001,61001,061001,06;10;01
"6,10,0",06,10,00,36,,06,10,00,061000,61000,061000,06;10;00
"6,9,15",06,09,15,67,,06,09,15,060915,60915,060915,06;09;15
"6,9,14",06,09,14,64,,06,09,14,060914,60914,060914,06;09;14
"6,9,13",06,09,13,62,,06,09,13,060913,60913,060913,06;09;13
"6,9,12",06,09,12,60,,06,09,12,060912,60912,060912,06;09;12
"6,9,11",06,09,11,58,,06,09,11,060911,60911,060911,06;09;11
"6,9,10",06,09,10,56,,06,09,10,060910,60910,060910,06;09;10
"6,9,9",06,09,09,53,,06,09,09,060909,60909,060909,06;09;09
"6,9,8",06,09,08,51,,06,09,08,060908,60908,060908,06;09;08
"6,9,7",06,09,07,49,,06,09,07,060907,60907,060907,06;09;07
"6,9,6",06,09,06,47,,06,09,06,060906,60906,060906,06;09;06
"6,9,5",06,09,05,44,,06,09,05,060905,60905,060905,06;09;05
"6,9,4",06,09,04,42,,06,09,04,060904,60904,060904,06;09;04
"6,9,3",06,09,03,40,,06,09,03,060903,60903,060903,06;09;03
"6,9,2",06,09,02,38,,06,09,02,060902,60902,060902,06;09;02
"6,9,1",06,09,01,36,,06,09,01,060901,60901,060901,06;09;01
"6,9,0",06,09,00,33,,06,09,00,060900,60900,060900,06;09;00
"6,8,15",06,08,15,64,,06,08,15,060815,60815,060815,06;08;15
"6,8,14",06,08,14,62,,06,08,14,060814,60814,060814,06;08;14
"6,8,13",06,08,13,60,,06,08,13,060813,60813,060813,06;08;13
"6,8,12",06,08,12,58,,06,08,12,060812,60812,060812,06;08;12
"6,8,11",06,08,11,56,,06,08,11,060811,60811,060811,06;08;11
"6,8,10",06,08,10,53,,06,08,10,060810,60810,060810,06;08;10
"6,8,9",06,08,09,51,,06,08,09,060809,60809,060809,06;08;09
"6,8,8",06,08,08,49,,06,08,08,060808,60808,060808,06;08;08
"6,8,7",06,08,07,47,,06,08,07,060807,60807,060807,06;08;07
"6,8,6",06,08,06,44,,06,08,06,060806,60806,060806,06;08;06
"6,8,5",06,08,05,42,,06,08,05,060805,60805,060805,06;08;05
"6,8,4",06,08,04,40,,06,08,04,060804,60804,060804,06;08;04
"6,8,3",06,08,03,38,,06,08,03,060803,60803,060803,06;08;03
"6,8,2",06,08,02,36,,06,08,02,060802,60802,060802,06;08;02
"6,8,1",06,08,01,33,,06,08,01,060801,60801,060801,06;08;01
"6,8,0",06,08,00,31,,06,08,00,060800,60800,060800,06;08;00
"6,7,15",06,07,15,62,,06,07,15,060715,60715,060715,06;07;15
"6,7,14",06,07,14,60,,06,07,14,060714,60714,060714,06;07;14
"6,7,13",06,07,13,58,,06,07,13,060713,60713,060713,06;07;13
"6,7,12",06,07,12,56,,06,07,12,060712,60712,060712,06;07;12
"6,7,11",06,07,11,53,,06,07,11,060711,60711,060711,06;07;11
"6,7,10",06,07,10,51,,06,07,10,060710,60710,060710,06;07;10
"6,7,9",06,07,09,49,,06,07,09,060709,60709,060709,06;07;09
"6,7,8",06,07,08,47,,06,07,08,060708,60708,060708,06;07;08
"6,7,7",06,07,07,44,,06,07,07,060707,60707,060707,06;07;07
"6,7,6",06,07,06,42,,06,07,06,060706,60706,060706,06;07;06
"6,7,5",06,07,05,40,,06,07,05,060705,60705,060705,06;07;05
"6,7,4",06,07,04,38,,06,07,04,060704,60704,060704,06;07;04
"6,7,3",06,07,03,36,,06,07,03,060703,60703,060703,06;07;03
"6,7,2",06,07,02,33,,06,07,02,060702,60702,060702,06;07;02
"6,7,1",06,07,01,31,,06,07,01,060701,60701,060701,06;07;01
"6,7,0",06,07,00,29,,06,07,00,060700,60700,060700,06;07;00
"6,6,15",06,06,15,60,,06,06,15,060615,60615,060615,06;06;15
"6,6,14",06,06,14,58,,06,06,14,060614,60614,060614,06;06;14
"6,6,13",06,06,13,56,,06,06,13,060613,60613,060613,06;06;13
"6,6,12",06,06,12,53,,06,06,12,060612,60612,060612,06;06;12
"6,6,11",06,06,11,51,,06,06,11,060611,60611,060611,06;06;11
"6,6,10",06,06,10,49,,06,06,10,060610,60610,060610,06;06;10
"6,6,9",06,06,09,47,,06,06,09,060609,60609,060609,06;06;09
"6,6,8",06,06,08,44,,06,06,08,060608,60608,060608,06;06;08
"6,6,7",06,06,07,42,,06,06,07,060607,60607,060607,06;06;07
"6,6,6",06,06,06,40,,06,06,06,060606,60606,060606,06;06;06
"6,6,5",06,06,05,38,,06,06,05,060605,60605,060605,06;06;05
"6,6,4",06,06,04,36,,06,06,04,060604,60604,060604,06;06;04
"6,6,3",06,06,03,33,,06,06,03,060603,60603,060603,06;06;03
"6,6,2",06,06,02,31,,06,06,02,060602,60602,060602,06;06;02
"6,6,1",06,06,01,29,,06,06,01,060601,60601,060601,06;06;01
"6,6,0",06,06,00,27,,06,06,00,060600,60600,060600,06;06;00
"6,5,15",06,05,15,58,,06,05,15,060515,60515,060515,06;05;15
"6,5,14",06,05,14,56,,06,05,14,060514,60514,060514,06;05;14
"6,5,13",06,05,13,53,,06,05,13,060513,60513,060513,06;05;13
"6,5,12",06,05,12,51,,06,05,12,060512,60512,060512,06;05;12
"6,5,11",06,05,11,49,,06,05,11,060511,60511,060511,06;05;11
"6,5,10",06,05,10,47,,06,05,10,060510,60510,060510,06;05;10
"6,5,9",06,05,09,44,,06,05,09,060509,60509,060509,06;05;09
"6,5,8",06,05,08,42,,06,05,08,060508,60508,060508,06;05;08
"6,5,7",06,05,07,40,,06,05,07,060507,60507,060507,06;05;07
"6,5,6",06,05,06,38,,06,05,06,060506,60506,060506,06;05;06
"6,5,5",06,05,05,36,,06,05,05,060505,60505,060505,06;05;05
"6,5,4",06,05,04,33,,06,05,04,060504,60504,060504,06;05;04
"6,5,3",06,05,03,31,,06,05,03,060503,60503,060503,06;05;03
"6,5,2",06,05,02,29,,06,05,02,060502,60502,060502,06;05;02
"6,5,1",06,05,01,27,,06,05,01,060501,60501,060501,06;05;01
"6,5,0",06,05,00,24,,06,05,00,060500,60500,060500,06;05;00
"6,4,15",06,04,15,56,,06,04,15,060415,60415,060415,06;04;15
"6,4,14",06,04,14,53,,06,04,14,060414,60414,060414,06;04;14
"6,4,13",06,04,13,51,,06,04,13,060413,60413,060413,06;04;13
"6,4,12",06,04,12,49,,06,04,12,060412,60412,060412,06;04;12
"6,4,11",06,04,11,47,,06,04,11,060411,60411,060411,06;04;11
"6,4,10",06,04,10,44,,06,04,10,060410,60410,060410,06;04;10
"6,4,9",06,04,09,42,,06,04,09,060409,60409,060409,06;04;09
"6,4,8",06,04,08,40,,06,04,08,060408,60408,060408,06;04;08
"6,4,7",06,04,07,38,,06,04,07,060407,60407,060407,06;04;07
"6,4,6",06,04,06,36,,06,04,06,060406,60406,060406,06;04;06
"6,4,5",06,04,05,33,,06,04,05,060405,60405,060405,06;04;05
"6,4,4",06,04,04,31,,06,04,04,060404,60404,060404,06;04;04
"6,4,3",06,04,03,29,,06,04,03,060403,60403,060403,06;04;03
"6,4,2",06,04,02,27,,06,04,02,060402,60402,060402,06;04;02
"6,4,1",06,04,01,24,,06,04,01,060401,60401,060401,06;04;01
"6,4,0",06,04,00,22,,06,04,00,060400,60400,060400,06;04;00
"6,3,15",06,03,15,53,,06,03,15,060315,60315,060315,06;03;15
"6,3,14",06,03,14,51,,06,03,14,060314,60314,060314,06;03;14
"6,3,13",06,03,13,49,,06,03,13,060313,60313,060313,06;03;13
"6,3,12",06,03,12,47,,06,03,12,060312,60312,060312,06;03;12
"6,3,11",06,03,11,44,,06,03,11,060311,60311,060311,06;03;11
"6,3,10",06,03,10,42,,06,03,10,060310,60310,060310,06;03;10
"6,3,9",06,03,09,40,,06,03,09,060309,60309,060309,06;03;09
"6,3,8",06,03,08,38,,06,03,08,060308,60308,060308,06;03;08
"6,3,7",06,03,07,36,,06,03,07,060307,60307,060307,06;03;07
"6,3,6",06,03,06,33,,06,03,06,060306,60306,060306,06;03;06
"6,3,5",06,03,05,31,,06,03,05,060305,60305,060305,06;03;05
"6,3,4",06,03,04,29,,06,03,04,060304,60304,060304,06;03;04
"6,3,3",06,03,03,27,,06,03,03,060303,60303,060303,06;03;03
"6,3,2",06,03,02,24,,06,03,02,060302,60302,060302,06;03;02
"6,3,1",06,03,01,22,,06,03,01,060301,60301,060301,06;03;01
"6,3,0",06,03,00,20,,06,03,00,060300,60300,060300,06;03;00
"6,2,15",06,02,15,51,,06,02,15,060215,60215,060215,06;02;15
"6,2,14",06,02,14,49,,06,02,14,060214,60214,060214,06;02;14
"6,2,13",06,02,13,47,,06,02,13,060213,60213,060213,06;02;13
"6,2,12",06,02,12,44,,06,02,12,060212,60212,060212,06;02;12
"6,2,11",06,02,11,42,,06,02,11,060211,60211,060211,06;02;11
"6,2,10",06,02,10,40,,06,02,10,060210,60210,060210,06;02;10
"6,2,9",06,02,09,38,,06,02,09,060209,60209,060209,06;02;09
"6,2,8",06,02,08,36,,06,02,08,060208,60208,060208,06;02;08
"6,2,7",06,02,07,33,,06,02,07,060207,60207,060207,06;02;07
"6,2,6",06,02,06,31,,06,02,06,060206,60206,060206,06;02;06
"6,2,5",06,02,05,29,,06,02,05,060205,60205,060205,06;02;05
"6,2,4",06,02,04,27,,06,02,04,060204,60204,060204,06;02;04
"6,2,3",06,02,03,24,,06,02,03,060203,60203,060203,06;02;03
"6,2,2",06,02,02,22,,06,02,02,060202,60202,060202,06;02;02
"6,2,1",06,02,01,20,,06,02,01,060201,60201,060201,06;02;01
"6,2,0",06,02,00,18,,06,02,00,060200,60200,060200,06;02;00
"6,1,15",06,01,15,49,,06,01,15,060115,60115,060115,06;01;15
"6,1,14",06,01,14,47,,06,01,14,060114,60114,060114,06;01;14
"6,1,13",06,01,13,44,,06,01,13,060113,60113,060113,06;01;13
"6,1,12",06,01,12,42,,06,01,12,060112,60112,060112,06;01;12
"6,1,11",06,01,11,40,,06,01,11,060111,60111,060111,06;01;11
"6,1,10",06,01,10,38,,06,01,10,060110,60110,060110,06;01;10
"6,1,9",06,01,09,36,,06,01,09,060109,60109,060109,06;01;09
"6,1,8",06,01,08,33,,06,01,08,060108,60108,060108,06;01;08
"6,1,7",06,01,07,31,,06,01,07,060107,60107,060107,06;01;07
"6,1,6",06,01,06,29,,06,01,06,060106,60106,060106,06;01;06
"6,1,5",06,01,05,27,,06,01,05,060105,60105,060105,06;01;05
"6,1,4",06,01,04,24,,06,01,04,060104,60104,060104,06;01;04
"6,1,3",06,01,03,22,,06,01,03,060103,60103,060103,06;01;03
"6,1,2",06,01,02,20,,06,01,02,060102,60102,060102,06;01;02
"6,1,1",06,01,01,18,,06,01,01,060101,60101,060101,06;01;01
"6,1,0",06,01,00,16,,06,01,00,060100,60100,060100,06;01;00
"6,0,15",06,00,15,47,,06,00,15,060015,60015,060015,06;00;15
"6,0,14",06,00,14,44,,06,00,14,060014,60014,060014,06;00;14
"6,0,13",06,00,13,42,,06,00,13,060013,60013,060013,06;00;13
"6,0,12",06,00,12,40,,06,00,12,060012,60012,060012,06;00;12
"6,0,11",06,00,11,38,,06,00,11,060011,60011,060011,06;00;11
"6,0,10",06,00,10,36,,06,00,10,060010,60010,060010,06;00;10
"6,0,9",06,00,09,33,,06,00,09,060009,60009,060009,06;00;09
"6,0,8",06,00,08,31,,06,00,08,060008,60008,060008,06;00;08
