Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
Tauros,,128,?,1486,116,14,15,14,95.6,20,20,Zen Headbutt,Earthquake,,2020-46-10 13:46,2020-46-10 13:46,4/12/2020,111.43kg,1.52m,0,0,0,2500,62.78%,1525,95.48%,0,0,Tauros,,0,,,,,,,,
Tauros,,128,?,1421,113,9,12,9,66.7,20,20,Tackle,Earthquake,,2020-45-10 13:45,2020-45-10 13:45,3/17/2020,148.77kg,1.8m,0,0,3,2500,80.56%,797,96.41%,5000,4,Tauros,,0,,,,,,,,
Tauros,,128,?,1479,116,11,12,11,75.6,20.5,20.5,Zen Headbutt,Iron Head,,2020-45-10 13:45,2020-45-10 13:45,3/14/2020,77.05kg,1.33m,0,0,0,0,52.63%,1941,95.02%,0,0,Tauros,,0,,,,,,,,
Tauros,,128,?,1843,131,10,6,12,62.2,26,26,Tackle,Horn Attack,,2020-45-10 13:45,2020-45-10 13:45,3/10/2020,97.59kg,1.42m,0,0,0,4000,,,,,,,,,80.32%,807,96.54%,186000,214,Tauros,,0
Magikarp,,129,?,143,58,12,13,13,84.4,20,20,,,,10/19/2020 12:10,10/19/2020 12:10,5/19/2020,,,0,0,4,0,96.21%,156,89.01%,225000,248,Magikarp,,0,33.77%,2713,94.68%,39000,434,Gyarados,,0
Magikarp,,129,?,105,49,12,11,11,75.6,15,15,,,,2020-59-17 12:59,2020-59-17 12:59,5/17/2020,,,0,0,1,0,12.45%,3586,92.55%,1900,402,Gyarados,,0,71.67%,1161,96.15%,64400,458,Gyarados,,0
Magikarp,,129,?,105,50,12,10,12,75.6,15,15,,,,2020-35-05 13:35,2020-35-05 13:35,5/5/2020,,,0,0,2,0,7.47%,3790,92.08%,1900,402,Gyarados,,0,,,,,,,,
Magikarp,,129,?,118,57,4,7,6,37.8,22,22,,,,2020-56-02 11:56,2020-56-02 11:56,5/2/2020,,,0,0,4,0,23.54%,3132,62.01%,214000,238,Magikarp,,0,75.80%,992,96.33%,45000,440,Gyarados,,0
Magikarp,,129,?,194,63,15,13,8,80,26,26,,,,2020-48-01 12:48,2020-48-01 12:48,4/29/2020,,,0,0,4,0,97.41%,107,90.56%,186000,214,Magikarp,,0,18.14%,3353,93.96%,0,400,Gyarados,,0
Magikarp,,129,?,71,51,0,1,15,35.6,15,15,Splash,Struggle,,2020-24-28 19:24,2020-24-28 19:24,3/10/2020,7.91kg,0.74m,0,0,5,1900,96.83%,131,97.87%,7600,408,Gyarados,,0,,,,,,,,
Gyarados,,130,?,142,37,14,0,9,51.1,2,2,Bite,Hydro Pump,,2020-40-28 19:40,2020-40-28 19:40,2/2/2020,229.87kg,7.02m,0,0,4,200,4.32%,3919,91.69%,27000,38,Gyarados,,0,7.23%,3800,93.23%,91600,96,Gyarados,,0
Lapras,,131,?,1499,176,10,14,15,86.7,20.5,20.5,Water Gun,Hydro Pump,,2020-32-10 09:32,2020-32-10 09:32,5/8/2020,,,0,0,0,0,88.45%,474,97.65%,0,0,Lapras,,0,,,,,,,,
Lapras,,131,?,1096,149,13,10,11,75.6,15,15,Frost Breath,Hydro Pump,,2020-39-04 18:39,2020-39-04 18:39,5/4/2020,,,0,0,1,0,64.37%,1460,96.10%,23900,22,Lapras,,0,75.07%,1022,96.30%,208400,214,Lapras,,0
Ditto,,132,,561,98,11,12,14,82.2,25,25,Transform,Struggle,,2020-46-02 18:46,2020-46-02 18:46,4/2/2020,4.07kg,0.29m,0,0,0,4000,95.31%,193,92.70%,194000,220,Ditto,,0,95.31%,193,92.70%,194000,220,Ditto,,0
Ditto,,132,,506,95,4,15,12,68.9,24,24,Transform,Struggle,,4/1/2020 19:04,4/1/2020 19:04,4/1/2020,,,0,0,0,0,82.76%,707,88.09%,201000,226,Ditto,,0,82.76%,707,88.09%,201000,226,Ditto,,0
Ditto,,132,,473,91,6,15,12,73.3,22,22,Transform,Struggle,,2020-26-28 19:26,2020-26-28 19:26,3/9/2020,4.47kg,0.32m,0,0,0,3000,89.01%,451,89.95%,214000,238,Ditto,,0,89.01%,451,89.95%,214000,238,Ditto,,0
Eevee,,133,?,435,82,10,13,14,82.2,15,15,,,,1/14/2020 21:01,1/14/2020 21:01,5/14/2020,,,0,0,0,0,96.41%,148,97.79%,7600,33,Espeon,,0,75.58%,1001,97.06%,106400,119,Leafeon,,0
Eevee,,133,?,520,89,7,11,7,55.6,19,19,,,,2020-35-05 13:35,2020-35-05 13:35,5/5/2020,,,0,0,0,0,76.17%,977,96.10%,0,25,Leafeon,,0,63.83%,1482,96.51%,96000,109,Flareon,,0
Eevee,,133,?,770,104,11,15,4,66.7,27,27,,,,2020-34-05 13:34,2020-34-05 13:34,5/5/2020,,,0,0,0,0,84.84%,622,89.79%,178000,206,Eevee,,0,53.33%,1912,96.11%,33000,53,Flareon,,0
Eevee,,133,?,825,111,14,10,12,80,28,28,,,,2020-34-05 13:34,2020-34-05 13:34,5/5/2020,,,0,0,0,0,95.26%,195,93.06%,169000,198,Eevee,,0,53.41%,1909,95.66%,41000,61,Jolteon,,0
Eevee,,133,?,751,111,5,14,14,73.3,27,27,,,,2020-34-05 13:34,2020-34-05 13:34,5/5/2020,,,0,0,0,0,87.08%,530,90.17%,178000,206,Eevee,,0,96.90%,128,98.40%,23000,45,Vaporeon,,0
Eevee,,133,?,830,110,15,11,10,80,28,28,,,,2020-33-05 13:33,2020-33-05 13:33,5/5/2020,,,0,0,0,0,96.63%,139,93.85%,169000,198,Eevee,,0,38.88%,2504,95.28%,4500,29,Glaceon,,0
Eevee,,133,?,867,114,14,13,13,88.9,29,29,,,,2020-32-05 13:32,2020-32-05 13:32,5/5/2020,,,0,0,0,0,98.90%,46,96.08%,160000,190,Eevee,,0,72.06%,1145,96.37%,26000,47,Jolteon,,0
Eevee,,133,?,724,106,7,5,8,44.4,27,27,,,,2020-32-05 13:32,2020-32-05 13:32,5/5/2020,6.77kg,0.27m,0,0,0,4500,36.97%,2582,81.98%,178000,206,Eevee,,0,56.09%,1799,96.27%,76000,97,Leafeon,,0
Eevee,,133,?,841,112,15,12,13,88.9,28,28,,,,2020-24-03 20:24,2020-24-03 20:24,5/3/2020,,,0,0,1,0,,,,,,,,,27.79%,2958,94.80%,0,25,Glaceon,,0
Eevee,,133,?,674,100,7,9,5,46.7,25,25,,,,2020-51-03 09:51,2020-51-03 09:51,5/3/2020,,,0,0,0,0,27.11%,2986,93.15%,12000,35,Umbreon,,0,53.09%,1922,95.81%,44000,63,Vaporeon,,0
Eevee,,133,?,749,102,14,10,5,64.4,26,26,,,,2020-55-02 11:55,2020-55-02 11:55,5/2/2020,,,0,0,0,0,83.64%,671,89.31%,186000,214,Eevee,,0,22.12%,3190,94.37%,26000,49,Vaporeon,,0
Eevee,,133,?,901,112,15,7,4,57.8,33,33,,,,2020-25-01 19:25,2020-25-01 19:25,5/1/2020,,,0,0,0,0,72.72%,1118,87.15%,116000,150,Eevee,,0,3.03%,3972,93.11%,7000,33,Jolteon,,0
Eevee,,133,?,716,100,11,8,2,46.7,26,26,,,,2020-54-01 12:54,2020-54-01 12:54,4/26/2020,,,0,0,0,0,9.82%,3694,91.90%,0,25,Umbreon,,0,,,,,,,,
Eevee,,133,?,521,87,14,8,9,68.9,18,18,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,2,0,65.89%,1398,95.20%,0,25,Flareon,,0,37.53%,2559,95.22%,74400,91,Glaceon,,0
Eevee,,133,?,911,115,13,14,9,80,32,32,Tackle,Dig,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,7.78kg,0.29m,0,0,0,6000,96.09%,161,93.72%,128000,162,Eevee,,0,35.38%,2647,95.01%,0,25,Jolteon,,0
Eevee,,133,?,823,111,7,9,5,46.7,31,31,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,1,0,46.35%,2198,83.34%,140000,174,Eevee,,0,41.03%,2416,95.71%,38000,65,Leafeon,,0
Eevee,,133,?,450,83,8,13,10,68.9,16,16,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,0,0,87.40%,517,96.47%,8200,33,Flareon,,0,90.70%,382,97.86%,97600,111,Flareon,,0
Eevee,,133,?,678,106,3,5,11,42.2,26,26,,,,2020-52-01 12:52,2020-52-01 12:52,4/26/2020,,,0,0,0,0,89.72%,422,97.14%,12500,37,Umbreon,,0,84.54%,634,97.50%,91000,113,Leafeon,,0
Eevee,,133,?,496,86,5,7,3,33.3,19,19,,,,2020-52-01 12:52,2020-52-01 12:52,4/25/2020,,,0,0,2,0,83.42%,680,96.24%,5000,29,Jolteon,,0,71.14%,1183,96.60%,96000,109,Vaporeon,,0
Eevee,,133,?,471,85,10,6,9,55.6,17,17,,,,2020-52-01 12:52,2020-52-01 12:52,4/27/2020,,,0,0,2,0,75.21%,1016,95.92%,2200,27,Espeon,,0,41.56%,2394,95.72%,122800,135,Leafeon,,0
Eevee,,133,?,681,106,7,5,13,55.6,25,25,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,0,0,63.42%,1499,95.30%,12000,35,Umbreon,,0,79.98%,821,97.20%,60000,77,Flareon,,0
Eevee,,133,?,472,85,9,8,10,60,17,17,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,2,0,86.06%,572,96.62%,2200,27,Espeon,,0,,,,,,,,
Eevee,,133,?,429,82,8,14,14,80,15,15,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,0,0,95.29%,194,97.58%,7600,33,Espeon,,0,93.72%,258,98.16%,112400,125,Leafeon,,0
Eevee,,133,?,740,105,15,9,12,80,25,25,,,,2020-49-01 12:49,2020-49-01 12:49,4/28/2020,,,0,0,2,0,37.61%,2556,93.78%,0,25,Umbreon,,0,,,,,,,,
Eevee,,133,?,777,109,11,4,9,53.3,28,28,,,,2020-49-01 12:49,2020-49-01 12:49,4/28/2020,,,0,0,0,0,57.88%,1726,84.92%,169000,198,Eevee,,0,30.16%,2861,95.29%,53000,73,Leafeon,,0
Eevee,,133,?,488,88,8,4,10,48.9,18,18,,,,2020-48-01 12:48,2020-48-01 12:48,4/29/2020,,,0,0,0,0,84.74%,626,96.35%,6900,31,Jolteon,,0,59.17%,1673,96.33%,106400,119,Flareon,,0
Eevee,,133,?,741,107,15,7,15,82.2,25,25,,,,2020-48-01 12:48,2020-48-01 12:48,4/29/2020,,,0,0,0,0,96.41%,148,93.80%,194000,220,Eevee,,0,63.44%,1498,96.49%,39000,59,Flareon,,0
Eevee,,133,?,448,82,14,13,13,88.9,15,15,,,,2020-47-01 12:47,2020-47-01 12:47,4/29/2020,,,0,0,0,0,81.17%,772,96.01%,9800,35,Flareon,,0,83.30%,685,97.14%,77400,95,Espeon,,0
Eevee,,133,?,471,85,4,9,4,37.8,18,18,,,,2020-47-01 12:47,2020-47-01 12:47,4/29/2020,,,0,0,0,0,81.68%,751,96.46%,6900,31,Leafeon,,0,73.09%,1103,96.41%,170400,193,Jolteon,,0
Eevee,,133,?,685,105,0,9,6,33.3,27,27,,,,2020-46-01 12:46,2020-46-01 12:46,4/30/2020,,,0,0,0,0,79.54%,839,96.34%,9000,33,Umbreon,,0,90.13%,405,97.88%,106000,133,Leafeon,,0
Eevee,,133,?,814,113,10,13,15,84.4,28,28,,,,2020-53-26 19:53,2020-53-26 19:53,4/26/2020,,,0,0,0,0,96.83%,131,94.31%,169000,198,Eevee,,0,89.45%,433,97.81%,29000,49,Leafeon,,0
Eevee,,133,?,677,106,5,8,13,57.8,25,25,,,,10/25/2020 23:10,10/25/2020 23:10,4/25/2020,,,0,0,0,0,58.61%,1696,95.02%,12000,35,Umbreon,,0,92.33%,315,98.00%,60000,77,Flareon,,0
Eevee,,133,?,612,96,15,15,15,100,20,20,Quick Attack,Dig,,2020-38-28 19:38,5/21/2020 15:05,,8.75kg,0.35m,0,0,5,2500,43.42%,2318,94.12%,27500,50,Umbreon,,0,75.68%,997,96.77%,51500,71,Espeon,,0
Vaporeon,,134,?,1357,156,9,8,15,71.1,16,16,Water Gun,Water Pulse,,2020-53-26 07:53,2020-53-26 07:53,4/24/2020,21.39kg,0.86m,0,0,0,1900,70.16%,1223,95.81%,6000,6,Vaporeon,,0,29.40%,2892,94.74%,82600,74,Vaporeon,,0
Vaporeon,,134,?,1361,156,6,14,15,77.8,16,16,Water Gun,Water Pulse,,2020-53-26 07:53,2020-53-26 07:53,4/23/2020,23.9kg,0.82m,0,0,0,1900,95.19%,198,97.82%,6000,6,Vaporeon,,0,73.77%,1075,96.73%,82600,74,Vaporeon,,0
Vaporeon,,134,?,1465,158,13,10,10,73.3,17,17,Water Gun,Water Pulse,,2020-52-26 07:52,2020-52-26 07:52,4/24/2020,21.08kg,0.8m,0,0,0,2200,15.41%,3465,92.99%,0,0,Vaporeon,,0,,,,,,,,
Vaporeon,,134,?,1725,172,10,14,12,80,20,20,Water Gun,Hydro Pump,,2020-48-26 07:48,2020-48-26 07:48,3/19/2020,38.23kg,1.08m,0,0,4,2500,,,,,,,,,35.29%,2651,95.02%,60500,54,Vaporeon,,0
Vaporeon,,134,?,1767,172,15,15,11,91.1,20,20,Water Gun,Hydro Pump,,2020-48-26 07:48,2020-48-26 07:48,4/14/2020,45.96kg,1.31m,0,0,0,2500,,,,,,,,,28.01%,2949,94.67%,56000,50,Vaporeon,,0
Vaporeon,,134,?,1795,173,15,6,7,62.2,21,21,Water Gun,Hydro Pump,,2020-48-26 07:48,2020-48-26 07:48,4/14/2020,32.05kg,1.14m,0,0,0,3000,,,,,,,,,8.94%,3730,93.50%,60000,54,Vaporeon,,0
Jolteon,,135,?,1484,102,0,6,8,31.1,20,20,Thunder Shock,Thunderbolt,,2020-51-26 07:51,2020-51-26 07:51,4/23/2020,25.03kg,0.87m,0,0,0,2500,87.37%,518,96.55%,0,0,Jolteon,,0,,,,,,,,
Jolteon,,135,?,1595,103,5,9,6,44.4,21,21,Thunder Shock,Discharge,,2020-48-26 07:48,2020-48-26 07:48,3/22/2020,26.89kg,0.81m,0,0,1,3000,,,,,,,,,65.35%,1420,96.11%,140000,136,Jolteon,,0
Jolteon,,135,?,1637,108,5,9,15,64.4,21,21,Volt Switch,Discharge,,2020-48-26 07:48,2020-48-26 07:48,4/22/2020,21.53kg,0.75m,0,0,0,3000,,,,,,,,,92.87%,293,97.55%,118000,110,Jolteon,,0
Jolteon,,135,?,2017,117,6,12,9,60,26,26,Volt Switch,Thunder,,2020-47-26 07:47,2020-47-26 07:47,4/19/2020,14.96kg,0.65m,0,0,0,4000,,,,,,,,,57.14%,1756,95.79%,84000,80,Jolteon,,0
Flareon,,136,?,1473,98,11,4,11,57.8,18,18,Ember,Fire Blast,,2020-52-26 07:52,2020-52-26 07:52,4/6/2020,21.7kg,0.89m,0,0,0,2200,20.44%,3259,93.04%,0,0,Flareon,,0,,,,,,,,
Flareon,,136,?,1522,100,5,6,10,46.7,19,19,Ember,Flamethrower,,2020-49-26 07:49,2020-49-26 07:49,4/23/2020,27.72kg,0.93m,0,0,1,2500,,,,,,,,,56.70%,1774,96.24%,102000,90,Flareon,,0
Porygon,,137,,73,28,12,11,11,75.6,2,2,Hidden Power,Zap Cannon,,2020-37-28 19:37,2020-37-28 19:37,2/16/2020,44.11kg,0.9m,0,0,1,200,76.63%,958,96.09%,28900,165,Porygon-Z,,0,63.20%,1508,96.34%,96100,225,Porygon-Z,,0
Porygon,,137,,751,96,1,11,13,55.6,17,17,Hidden Power,Zap Cannon,,2020-36-28 19:36,2020-36-28 19:36,2/17/2020,29.26kg,0.77m,0,0,0,2200,99.73%,12,99.21%,18800,41,Porygon2,,0,98.49%,63,98.77%,238800,285,Porygon2,,0
Omastar,,139,,1579,109,15,15,12,93.3,20,20,,,,2020-40-07 14:40,2020-40-07 14:40,4/7/2020,,,0,0,0,0,,,,,,,,,35.16%,2656,95.02%,109000,98,Omastar,,0
Omastar,,139,?,1554,109,14,10,12,80,20,20,Water Gun,Hydro Pump,,2020-49-26 07:49,2020-49-26 07:49,3/7/2020,18.77kg,0.8m,0,0,1,2500,,,,,,,,,40.51%,2437,95.24%,123000,114,Omastar,,0
Kabuto,,140,?,746,68,11,12,12,77.8,20,20,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,2,0,84.59%,632,97.04%,0,50,Kabutops,,0,73.99%,1066,96.42%,161000,210,Kabutops,,0
Kabuto,,140,?,744,66,12,13,9,75.6,20,20,,,,2020-39-07 14:39,2020-39-07 14:39,4/6/2020,,,0,0,2,0,66.23%,1384,95.97%,0,50,Kabutops,,0,61.42%,1581,95.80%,161000,210,Kabutops,,0
Aerodactyl,,142,?,1586,121,15,15,14,97.8,20,20,Bite,Iron Head,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,,,,,,,,,64.47%,1456,96.39%,109000,98,Aerodactyl,,0
Aerodactyl,,142,?,1184,104,15,15,12,93.3,15,15,Bite,Rock Slide,,2020-49-05 13:49,2020-49-05 13:49,5/5/2020,,,0,0,4,0,83.61%,672,96.85%,16400,16,Aerodactyl,,0,48.72%,2101,95.76%,130400,118,Aerodactyl,,0
Aerodactyl,,142,?,1557,119,13,15,10,84.4,20,20,Steel Wing,Earth Power,,2020-39-04 18:39,2020-39-04 18:39,5/4/2020,,,0,0,1,0,,,,,,,,,65.79%,1402,96.45%,123000,114,Aerodactyl,,0
Aerodactyl,,142,?,1533,121,11,10,13,75.6,20,20,Rock Throw,Ancient Power,,2020-49-26 07:49,2020-49-26 07:49,3/10/2020,60.7kg,2.02m,0,0,1,2500,,,,,,,,,59.83%,1646,96.20%,137000,130,Aerodactyl,,0
Aerodactyl,,142,?,1569,121,15,12,13,88.9,20,20,Steel Wing,Ancient Power,,2020-46-05 10:46,2020-46-05 10:46,4/4/2020,20.02kg,1.41m,0,0,1,2500,,,,,,,,,41.71%,2388,95.48%,116000,106,Aerodactyl,,0
Aerodactyl,,142,?,1561,120,13,15,11,86.7,20,20,Bite,Ancient Power,,2020-56-31 06:56,2020-56-31 06:56,3/29/2020,50.75kg,1.62m,0,0,1,2500,,,,,,,,,65.79%,1402,96.45%,123000,114,Aerodactyl,,0
Aerodactyl,,142,?,1586,121,15,15,14,97.8,20,20,Rock Throw,Hyper Beam,,2020-41-28 22:41,2020-41-28 22:41,3/28/2020,,,0,0,1,0,,,,,,,,,64.47%,1456,96.39%,109000,98,Aerodactyl,,0
Aerodactyl,,142,?,1558,121,14,11,13,84.4,20,20,Bite,Iron Head,,4/28/2020 19:04,4/28/2020 19:04,3/26/2020,44.5kg,1.59m,0,0,1,2500,,,,,,,,,52.09%,1963,95.89%,123000,114,Aerodactyl,,0
Snorlax,,143,?,1416,182,1,11,2,31.1,17,17,Zen Headbutt,Heavy Slam,,2020-34-17 12:34,2020-34-17 12:34,3/3/2020,485.9kg,2m,0,0,3,0,98.85%,48,98.52%,4400,4,Snorlax,,0,95.97%,166,98.41%,88800,78,Snorlax,,0
Snorlax,,143,?,1330,176,10,12,11,73.3,15,15,Lick,Earthquake,,2020-56-02 11:56,2020-56-02 11:56,5/2/2020,,,0,0,3,0,28.18%,2942,93.58%,5700,6,Snorlax,,0,,,,,,,,
Dratini,,147,?,419,67,14,15,10,86.7,15,15,,,,2020-22-04 11:22,2020-22-04 11:22,5/4/2020,,,0,0,1,0,47.42%,2154,94.91%,96400,111,Dragonair,,0,24.25%,3103,94.42%,38400,161,Dragonite,,0
Mewtwo,Normal,150,,1741,117,10,12,13,77.8,15,15,Psycho Cut,Psystrike,,2020-42-07 14:42,2020-42-07 14:42,5/7/2020,,,0,0,1,0,,,,,,,,,92.19%,321,97.72%,29400,27,Mewtwo,Normal,0
Chikorita,,152,?,518,83,10,4,5,42.2,22,22,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,1,0,47.23%,2162,94.79%,9500,134,Meganium,,0,38.97%,2500,87.78%,214000,363,Meganium,,0
Chikorita,,152,?,481,78,10,1,1,26.7,21,21,,,,10/19/2020 12:10,10/19/2020 12:10,5/19/2020,,,0,0,1,0,0.88%,4060,91.19%,15500,140,Meganium,,0,10.74%,3656,84.25%,220000,369,Meganium,,0
Chikorita,,152,?,499,85,5,14,11,66.7,21,21,,,,2020-37-18 13:37,2020-37-18 13:37,5/18/2020,,,0,0,1,0,72.70%,1119,96.04%,12000,137,Meganium,,0,76.95%,945,91.78%,220000,369,Meganium,,0
Chikorita,,152,?,537,86,2,13,4,42.2,24,24,,,,2020-41-17 15:41,2020-41-17 15:41,5/17/2020,,,0,0,2,0,80.34%,806,96.50%,0,125,Meganium,,0,30.87%,2832,86.93%,201000,351,Meganium,,0
Chikorita,,152,?,524,85,15,10,15,88.9,20,20,,,,2020-58-17 12:58,2020-58-17 12:58,5/17/2020,,,0,0,1,0,59.76%,1649,95.38%,11000,135,Meganium,,0,99.24%,32,97.70%,225000,373,Meganium,,0
Chikorita,,152,?,536,85,6,12,5,51.1,23,23,,,,2020-30-15 13:30,2020-30-15 13:30,5/15/2020,,,0,0,2,0,76.70%,955,96.26%,3500,128,Meganium,,0,52.72%,1937,89.14%,208000,357,Meganium,,0
Chikorita,,152,?,521,83,11,12,8,68.9,21,21,,,,2020-30-15 13:30,2020-30-15 13:30,5/15/2020,,,0,0,1,0,32.06%,2783,94.06%,9000,134,Meganium,,0,84.69%,628,92.89%,220000,369,Meganium,,0
Chikorita,,152,?,555,84,6,14,1,46.7,24,24,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,1,0,42.74%,2346,85.26%,201000,251,Bayleef,,0,37.56%,2558,87.63%,201000,351,Meganium,,0
Chikorita,,152,?,493,83,6,11,8,55.6,21,21,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,1,0,90.94%,372,97.33%,15500,140,Meganium,,0,59.95%,1641,89.87%,220000,369,Meganium,,0
Chikorita,,152,?,516,78,14,9,1,53.3,21,21,,,,2020-39-15 11:39,2020-39-15 11:39,5/15/2020,,,0,0,1,0,32.31%,2773,94.08%,12000,137,Meganium,,0,56.68%,1775,89.54%,220000,369,Meganium,,0
Chikorita,,152,?,570,88,7,12,7,57.8,24,24,,,,2020-41-13 21:41,2020-41-13 21:41,5/13/2020,,,0,0,1,0,67.11%,1348,88.36%,201000,251,Bayleef,,0,63.35%,1502,90.23%,201000,351,Meganium,,0
Chikorita,,152,?,472,78,4,12,1,37.8,21,21,,,,5/13/2020 13:05,5/13/2020 13:05,5/13/2020,,,0,0,1,0,64.88%,1439,95.63%,19000,143,Meganium,,0,21.27%,3225,85.82%,220000,369,Meganium,,0
Chikorita,,152,?,543,88,8,14,13,77.8,22,22,,,,5/13/2020 13:05,5/13/2020 13:05,5/13/2020,,,0,0,2,0,64.00%,1475,95.59%,3000,128,Meganium,,0,92.80%,296,94.55%,214000,363,Meganium,,0
Chikorita,,152,?,537,90,4,9,14,60,23,23,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,5,0,97.53%,102,98.29%,3500,128,Meganium,,0,68.94%,1273,90.83%,208000,357,Meganium,,0
Cyndaquil,,155,?,699,84,7,15,2,53.3,28,28,,,,2020-30-15 13:30,2020-30-15 13:30,5/15/2020,,,0,0,4,0,80.78%,788,95.65%,149000,193,Quilava,,0,53.94%,1887,96.01%,74000,197,Typhlosion,,0
Cyndaquil,,155,?,670,90,5,8,13,57.8,27,27,,,,2020-30-15 13:30,2020-30-15 13:30,5/15/2020,,,0,0,4,0,94.33%,233,97.24%,168000,216,Quilava,,0,74.24%,1056,96.79%,83000,205,Typhlosion,,0
Cyndaquil,,155,?,550,83,5,8,15,62.2,22,22,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,4,0,94.55%,224,97.29%,194000,233,Quilava,,0,71.70%,1160,96.68%,112000,229,Typhlosion,,0
Cyndaquil,,155,?,602,82,10,13,10,73.3,23,23,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,4,0,80.34%,806,95.62%,144000,169,Quilava,,0,70.43%,1212,96.64%,92000,207,Typhlosion,,0
Cyndaquil,,155,?,361,65,1,2,5,17.8,16,16,,,,2020-34-14 21:34,2020-34-14 21:34,5/14/2020,,,0,0,1,0,86.01%,574,96.62%,20100,143,Typhlosion,,0,43.35%,2321,95.64%,204600,335,Typhlosion,,0
Cyndaquil,,155,?,483,74,4,10,6,44.4,20,20,,,,4/14/2020 21:04,4/14/2020 21:04,5/14/2020,,,0,0,1,0,70.72%,1200,94.96%,225000,273,Quilava,,0,61.93%,1560,96.30%,145000,265,Typhlosion,,0
Cyndaquil,,155,?,751,94,15,6,15,80,28,28,,,,4/14/2020 21:04,4/14/2020 21:04,5/14/2020,,,0,0,4,0,47.84%,2137,93.58%,89000,115,Quilava,,0,37.02%,2580,95.41%,41000,161,Typhlosion,,0
Cyndaquil,,155,?,445,69,7,3,1,24.4,19,19,,,,3/14/2020 21:03,3/14/2020 21:03,5/14/2020,,,0,0,2,0,32.65%,2759,93.95%,5000,129,Typhlosion,,0,19.44%,3300,94.68%,174000,299,Typhlosion,,0
Cyndaquil,,155,?,410,72,6,0,14,44.4,17,17,,,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,1,0,44.71%,2265,94.50%,11300,135,Typhlosion,,0,42.83%,2342,95.62%,158800,277,Typhlosion,,0
Cyndaquil,,155,?,411,68,14,3,10,60,16,16,,,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,1,0,43.76%,2304,94.46%,12600,137,Typhlosion,,0,13.97%,3524,94.39%,133600,247,Typhlosion,,0
Cyndaquil,,155,?,700,92,0,8,8,35.6,30,30,,,,2020-40-13 21:40,2020-40-13 21:40,5/13/2020,,,0,0,1,0,25.89%,3036,91.99%,150000,207,Quilava,,0,90.57%,387,97.68%,94000,229,Typhlosion,,0
Cyndaquil,,155,?,710,90,13,2,10,55.6,28,28,,,,6/13/2020 13:06,6/13/2020 13:06,5/13/2020,,,0,0,4,0,39.32%,2486,93.06%,140000,181,Quilava,,0,22.74%,3165,94.84%,67000,189,Typhlosion,,0
Cyndaquil,,155,?,726,97,0,10,15,55.6,30,30,,,,6/13/2020 13:06,6/13/2020 13:06,5/13/2020,,,0,0,1,0,96.83%,131,97.84%,150000,207,Quilava,,0,99.66%,15,99.14%,70000,199,Typhlosion,,0
Cyndaquil,,155,?,390,64,10,15,6,68.9,15,15,,,,2020-20-09 16:20,2020-20-09 16:20,5/9/2020,,,0,0,1,0,85.62%,590,96.59%,16400,141,Typhlosion,,0,44.37%,2279,95.67%,130400,243,Typhlosion,,0
Cyndaquil,,155,?,849,99,14,4,13,68.9,35,35,,,,2020-33-09 04:33,2020-33-09 04:33,5/8/2020,,,0,0,1,0,38.73%,2510,93.03%,24000,55,Quilava,,0,79.85%,826,90.27%,88000,143,Quilava,,0
Cyndaquil,,155,?,737,92,11,10,13,75.6,28,28,,,,2020-33-09 04:33,2020-33-09 04:33,5/8/2020,,,0,0,4,0,80.49%,800,95.63%,105000,135,Quilava,,0,54.36%,1870,96.03%,47000,167,Typhlosion,,0
Cyndaquil,,155,?,757,90,8,7,4,42.2,32,32,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,1,0,48.57%,2107,93.62%,128000,187,Quilava,,0,46.25%,2202,95.73%,48000,179,Typhlosion,,0
