Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Marked for PvP use
904,Trapinch,,328,♂,692,85,10,11,15,80.0,20.0,20.0,,,,"2020-07-31 14:23","2020-07-31 14:23",7/31/2020,,,0,0,2,0,39.68%,2471,94.65%,0,125,Flygon,,0,,,,,,,,,G
905,Trapinch,,328,♂,692,81,7,12,5,53.3,21.0,21.0,,,,"2020-07-31 14:23","2020-07-31 14:23",7/31/2020,,,0,0,2,0,71.79%,1156,96.12%,0,125,Flygon,,0,,,,,,,,,G
906,Trapinch,,328,♀,722,82,15,10,7,71.1,21.0,21.0,,,,"2020-07-31 14:23","2020-07-31 14:23",7/31/2020,,,0,0,1,0,83.35%,683,89.10%,470000,244,Trapinch,,0,26.11%,3027,95.03%,182000,315,Flygon,,0,
907,Hoppip,,187,♀,472,89,8,6,7,46.7,35.0,35.0,,,,"2020-07-31 14:22","2020-07-31 14:22",7/31/2020,,,0,0,1,0,42.54%,2354,94.23%,98000,243,Jumpluff,,0,43.76%,2304,86.57%,338000,243,Jumpluff,,0,
908,Turtwig,,387,♂,996,114,13,11,8,71.1,32.0,32.0,,,,"2020-07-31 14:22","2020-07-31 14:22",7/31/2020,,,0,0,1,0,89.01%,451,91.12%,378000,162,Turtwig,,0,87.62%,508,92.81%,378000,187,Grotle,,0,
909,Tepig,,498,♂,929,131,9,14,11,75.6,34.0,34.0,,,,"2020-07-31 14:22","2020-07-31 14:22",7/31/2020,,,0,0,1,0,,,,,,,,,94.48%,227,94.46%,352000,159,Pignite,,0,U
910,Barboach,,339,♂,580,97,14,8,4,57.8,27.0,27.0,,,,"2020-07-31 14:22","2020-07-31 14:22",7/31/2020,,,0,0,1,0,71.70%,1160,85.41%,428000,206,Barboach,,0,72.36%,1133,90.96%,428000,256,Whiscash,,0,
911,Turtwig,,387,♂,927,108,13,12,5,66.7,29.0,29.0,,,,"2020-07-31 14:22","2020-07-31 14:22",7/31/2020,,,0,0,2,0,26.91%,2994,93.83%,0,25,Grotle,,0,,,,,,,,,G
912,Foongus,,590,♂,654,125,6,5,11,48.9,27.0,27.0,,,,"2020-07-31 14:21","2020-07-31 14:21",7/31/2020,,,0,0,1,0,41.47%,2398,81.68%,428000,206,Foongus,,0,40.51%,2437,87.35%,428000,256,Amoonguss,,0,
913,Foongus,,590,♀,660,119,10,10,5,55.6,26.0,26.0,,,,"2020-07-31 14:21","2020-07-31 14:21",7/31/2020,,,0,0,2,0,48.40%,2114,94.37%,0,50,Amoonguss,,0,68.77%,1280,90.51%,436000,264,Amoonguss,,0,
914,Turtwig,,387,♂,916,115,4,10,10,53.3,31.0,31.0,,,,"2020-07-31 14:21","2020-07-31 14:21",7/31/2020,,,0,0,2,0,84.62%,631,97.11%,0,25,Grotle,,0,76.68%,956,97.18%,38000,165,Torterra,,0,
915,Drilbur,,529,♀,1187,128,15,4,15,75.6,34.0,34.0,,,,"2020-07-31 14:21","2020-07-31 14:21",7/31/2020,,,0,0,1,0,,,,,,,,,77.31%,930,89.00%,352000,134,Drilbur,,0,U
916,Drilbur,,529,♀,628,89,13,10,7,66.7,17.0,17.0,,,,"2020-07-31 14:21","2020-07-31 14:21",7/31/2020,,,0,0,1,0,81.68%,751,93.20%,488800,260,Drilbur,,0,57.41%,1745,95.86%,69800,112,Excadrill,,0,
917,Tranquill,,520,♂,728,100,7,10,15,71.1,19.0,19.0,,,,"2020-07-31 13:33","2020-06-07 15:32",6/7/2020,,,0,0,2,0,96.43%,147,97.33%,450000,252,Tranquill,,0,82.42%,721,97.56%,174000,224,Unfezant,,0,
918,Unfezant,,521,♀,1459,119,11,15,15,91.1,19.0,19.0,Air Slash,Hyper Beam,,"2020-07-31 13:31","2020-07-15 21:20",7/15/2020,,,0,0,5,0,93.11%,283,97.32%,2500,2,Unfezant,,0,,,,,,,,,G
919,Houndoom,,229,♂,1497,117,10,13,14,82.2,20.5,20.5,Snarl,Crunch,,"2020-07-31 13:10","2020-04-28 14:40",3/9/2020,52.87kg,1.66m,0,0,5,0,90.09%,407,97.11%,0,0,Houndoom,Normal,0,,,,,,,,,G
920,Milotic,,350,♀,1476,132,2,3,11,35.6,19.0,19.0,Waterfall,Blizzard,,"2020-07-31 13:08","2020-04-26 19:55",4/26/2020,,,0,0,5,0,71.26%,1178,95.86%,0,0,Milotic,,0,,,,,,,,,G
921,Rhyhorn,,111,♀,735,109,12,13,15,88.9,16.0,16.0,,,,"2020-07-31 12:00","2020-07-31 12:00",7/31/2020,,,0,0,2,0,43.17%,2328,94.61%,1900,27,Rhydon,,0,,,,,,,,,G
922,Treecko,,252,♂,941,102,11,13,15,86.7,35.0,35.0,,,,"2020-07-31 11:52","2020-07-31 11:52",7/31/2020,,,0,0,1,0,,,,,,,,,98.39%,67,96.41%,338000,143,Grovyle,,0,U
923,Shuppet,,353,♀,634,88,12,12,11,77.8,23.0,23.0,,,,"2020-07-31 11:27","2020-07-31 11:27",7/31/2020,,,0,0,2,0,74.65%,1039,95.49%,3500,53,Banette,,0,92.14%,323,97.20%,443000,282,Banette,,0,
924,Foongus,,590,♂,690,125,15,5,14,75.6,26.0,26.0,,,,"2020-07-31 11:26","2020-07-31 11:26",7/31/2020,,,0,0,1,0,87.01%,533,89.98%,436000,214,Foongus,,0,86.06%,572,93.08%,436000,264,Amoonguss,,0,
925,Roselia,,315,♀,1588,111,7,7,9,51.1,35.0,35.0,Poison Jab,Sludge Bomb,,"2020-07-30 21:48","2020-07-30 21:48",7/30/2020,,,0,0,1,0,,,,,,,,,52.55%,1944,87.19%,338000,118,Roselia,,0,U
926,Drilbur,,529,♀,1094,120,13,4,8,55.6,31.0,31.0,,,,"2020-07-30 21:48","2020-07-30 21:48",7/30/2020,,,0,0,1,0,,,,,,,,,47.69%,2143,84.23%,390000,174,Drilbur,,0,U
927,Charmander,,4,♂,763,91,7,7,4,40.0,33.0,33.0,,,,"2020-07-29 23:19","2020-07-29 23:19",7/29/2020,,,0,0,1,0,,,,,,,,,34.73%,2674,95.32%,36000,167,Charizard,Normal,0,U
928,Eevee,,133,♂,433,83,4,12,11,60.0,16.0,16.0,,,,"2020-07-29 21:21","2020-07-29 21:21",7/29/2020,,,0,0,0,0,98.29%,71,98.52%,8200,33,Vaporeon,,0,96.24%,155,97.95%,147600,163,Jolteon,,0,
929,Gyarados,,130,♂,1406,123,0,1,15,35.6,16.0,16.0,Dragon Breath,Hydro Pump,,"2020-07-29 04:41","2020-03-10 19:50",3/10/2020,,,0,0,5,0,96.83%,131,97.87%,3800,4,Gyarados,,0,,,,,,,,,G
930,Ponyta,Normal,77,♂,1509,109,12,15,7,75.6,35.0,35.0,Ember,Flame Wheel,,"2020-07-29 04:35","2020-07-29 04:35",7/27/2020,,,0,0,1,0,,,,,,,,,52.11%,1962,95.70%,176000,168,Rapidash,Normal,0,
931,Whiscash,,340,♀,1299,160,7,9,4,44.4,24.0,24.0,Water Gun,Mud Bomb,,"2020-07-29 04:32","2020-07-29 04:32",7/27/2020,,,0,0,1,0,56.09%,1799,95.03%,27500,24,Whiscash,,0,43.81%,2302,87.69%,451000,226,Whiscash,,0,
932,Charmander,,4,♂,741,90,8,5,5,40.0,31.0,31.0,,,,"2020-07-29 04:29","2020-07-29 04:29",7/28/2020,,,0,0,1,0,,,,,,,,,34.97%,2664,95.32%,60000,191,Charizard,Normal,0,U
933,Drilbur,,529,♀,584,87,8,13,8,64.4,16.0,16.0,,,,"2020-07-29 04:29","2020-07-29 04:29",7/29/2020,,,0,0,1,0,25.54%,3050,93.78%,1900,52,Excadrill,,0,,,,,,,,,G
934,Grimer,Alola,88,♂,755,122,10,14,15,86.7,20.0,20.0,,,,"2020-07-28 11:36","2020-07-28 11:36",7/28/2020,,,0,0,1,0,99.95%,3,99.63%,475000,248,Grimer,Alola,0,68.38%,1296,96.78%,137000,180,Muk,Alola,0,
935,Swablu,,333,♀,560,94,4,7,4,33.3,29.0,29.0,,,,"2020-07-28 11:32","2020-07-28 11:32",7/28/2020,,,0,0,2,0,78.39%,886,96.18%,5000,404,Altaria,,0,18.05%,3357,84.59%,410000,590,Altaria,,0,
936,Ralts,,280,♀,306,74,0,9,12,46.7,25.0,25.0,,,,"2020-07-28 07:16","2020-07-28 07:16",7/28/2020,,,0,0,2,0,44.93%,2256,81.29%,444000,245,Kirlia,,0,99.61%,17,99.44%,60000,177,Gardevoir,,0,
937,Cyndaquil,,155,♂,736,92,4,4,5,28.9,33.0,33.0,,,,"2020-07-28 00:04","2020-07-28 00:04",7/28/2020,,,0,0,1,0,48.38%,2115,95.01%,180000,175,Quilava,,0,51.75%,1977,95.93%,60000,197,Typhlosion,,0,
938,Phanpy,,231,♂,1049,164,13,12,13,84.4,33.0,33.0,,,,"2020-07-27 23:27","2020-07-27 23:27",7/27/2020,,,0,0,1,0,96.70%,136,94.72%,366000,150,Phanpy,,0,96.70%,136,94.72%,366000,150,Phanpy,,0,
939,Larvitar,,246,♀,421,77,12,10,12,75.6,15.0,15.0,,,,"2020-07-27 23:27","2020-07-27 23:27",7/27/2020,,,0,0,1,0,45.62%,2228,95.02%,118400,131,Pupitar,,0,9.94%,3689,93.91%,38400,161,Tyranitar,,0,
940,Onix,,95,♀,907,91,12,6,13,68.9,31.0,31.0,,,,"2020-07-27 23:27","2020-07-27 23:27",7/27/2020,,,0,0,1,0,91.01%,369,92.58%,390000,174,Onix,,0,71.67%,1161,96.03%,278000,224,Steelix,,0,
941,Espeon,,196,♂,1500,96,9,8,10,60.0,17.5,17.5,Zen Headbutt,Psybeam,,"2020-07-27 22:50","2020-04-27 16:12",4/27/2020,,,0,0,5,0,86.06%,572,96.62%,0,0,Espeon,,0,,,,,,,,,G
942,Snorlax,,143,♂,1499,188,1,11,2,31.1,18.0,18.0,Zen Headbutt,Heavy Slam,,"2020-07-27 22:47","2020-03-08 07:13",3/3/2020,485.9kg,2m,0,0,5,0,98.85%,48,98.52%,0,0,Snorlax,,0,,,,,,,,,G
943,Spheal,,363,♀,511,107,13,8,8,64.4,20.0,20.0,,,,"2020-07-27 12:13","2020-07-27 12:13",7/27/2020,,,0,0,2,0,45.42%,2236,94.78%,0,125,Walrein,,0,,,,,,,,,G
944,Totodile,,158,♂,393,73,7,14,15,80.0,13.0,13.0,,,,"2020-07-27 12:11","2020-07-27 12:11",7/27/2020,,,0,0,0,0,96.31%,152,98.14%,22800,149,Feraligatr,,0,90.94%,372,98.05%,143800,259,Feraligatr,,0,
945,Charmander,,4,♂,791,93,10,12,9,68.9,31.0,31.0,,,,"2020-07-27 10:59","2020-07-27 10:59",7/27/2020,,,0,0,0,0,,,,,,,,,56.97%,1763,96.12%,24000,149,Charizard,Normal,0,U
946,Dwebble,,557,♀,692,89,15,14,13,93.3,20.0,20.0,,,,"2020-07-25 19:27","2020-07-25 19:27",7/25/2020,,,0,0,1,0,23.35%,3140,93.77%,2500,52,Crustle,,0,,,,,,,,,G
947,Clamperl,,366,♂,533,61,8,5,0,28.9,17.0,17.0,,,,"2020-07-25 19:26","2020-07-25 19:26",7/25/2020,,,0,0,0,0,41.17%,2410,94.50%,44800,90,Huntail,,0,11.48%,3626,93.87%,444800,310,Gorebyss,,0,
948,Clamperl,,366,♀,698,70,8,7,1,35.6,22.0,22.0,,,,"2020-07-25 19:26","2020-07-25 19:26",7/25/2020,,,0,0,2,0,34.38%,2688,93.75%,6000,56,Gorebyss,,0,35.09%,2659,95.10%,406000,288,Gorebyss,,0,
949,Growlithe,,58,♂,999,114,13,5,9,60.0,31.0,31.0,,,,"2020-07-25 19:26","2020-07-25 19:26",7/25/2020,,,0,0,1,0,64.74%,1445,86.22%,390000,174,Growlithe,,0,64.74%,1445,86.22%,390000,174,Growlithe,,0,
950,Growlithe,,58,♀,1059,119,13,7,14,75.6,33.0,33.0,,,,"2020-07-25 19:26","2020-07-25 19:26",7/25/2020,,,0,0,1,0,87.74%,503,90.69%,366000,150,Growlithe,,0,87.74%,503,90.69%,366000,150,Growlithe,,0,
951,Magmar,,126,♂,2052,126,12,12,6,66.7,33.0,33.0,Ember,Fire Punch,,"2020-07-25 19:26","2020-07-25 19:26",7/25/2020,,,0,0,0,0,,,,,,,,,53.38%,1910,94.66%,280000,150,Magmar,,0,
952,Magmar,,126,♀,1732,122,5,10,14,64.4,27.0,27.0,Karate Chop,Fire Punch,,"2020-07-25 19:26","2020-07-25 19:26",7/25/2020,,,0,0,0,0,,,,,,,,,96.41%,148,98.20%,23000,120,Magmortar,,0,
953,Magmar,,126,♂,2164,133,13,12,12,82.2,35.0,35.0,Karate Chop,Fire Punch,,"2020-07-25 19:25","2020-07-25 19:25",7/25/2020,,,0,0,0,0,,,,,,,,,79.00%,861,96.06%,213000,118,Magmar,,0,
954,Roselia,,315,♀,1349,102,10,8,10,62.2,27.0,27.0,,,,"2020-07-25 19:25","2020-07-25 19:25",7/25/2020,,,0,0,4,0,60.66%,1612,95.58%,28000,24,Roselia,,0,,,,,,,,,G
955,Clefairy,,35,♀,603,115,2,0,12,31.1,22.0,22.0,,,,"2020-07-25 19:25","2020-07-25 19:25",7/25/2020,,,0,0,1,0,65.08%,1431,95.60%,13000,62,Clefable,,0,17.31%,3387,93.67%,464000,288,Clefable,,0,
956,Chimecho,,358,♂,664,85,7,8,13,62.2,11.0,11.0,,,,"2020-07-25 19:25","2020-07-25 19:25",7/25/2020,,,0,0,0,0,58.51%,1700,95.18%,60500,61,Chimecho,,0,76.43%,966,93.57%,508000,284,Chimecho,,0,
957,Mudkip,,258,♂,215,56,2,2,13,37.8,8.0,8.0,,,,"2020-07-23 06:56","2020-07-23 06:56",7/23/2020,,,0,1,1,0,74.75%,1035,96.32%,105600,136,Marshtomp,,2,73.99%,1066,97.07%,79500,193,Swampert,,2,
958,Gastly,,92,♀,547,60,9,11,8,62.2,17.0,17.0,,,,"2020-07-23 06:52","2020-07-19 18:55",7/19/2020,,,0,0,2,0,41.37%,2402,94.52%,8800,133,Gengar,Normal,0,,,,,,,,,G
959,Gengar,,94,♀,1495,97,8,12,12,71.1,19.0,19.0,Sucker Punch,Shadow Punch,,"2020-07-23 06:52","2020-07-19 18:56",7/19/2020,,,0,0,5,0,95.58%,182,97.79%,0,0,Gengar,Normal,0,,,,,,,,,G
960,Gastly,,92,♂,651,66,12,15,13,88.9,19.0,19.0,,,,"2020-07-23 06:52","2020-07-19 18:56",7/19/2020,,,0,0,4,0,66.69%,1365,95.45%,52000,71,Haunter,,0,,,,,,,,,G
961,Gastly,,92,♂,588,62,13,10,8,68.9,18.0,18.0,,,,"2020-07-23 06:52","2020-07-19 18:56",7/19/2020,,,0,0,2,0,59.41%,1663,95.33%,4400,129,Gengar,Normal,0,,,,,,,,,G
962,Gastly,,92,♂,916,81,12,7,14,73.3,28.0,28.0,,,,"2020-07-23 06:52","2020-07-19 18:56",7/19/2020,,,0,0,2,0,64.35%,1461,95.36%,0,25,Haunter,,0,,,,,,,,,G
963,Gastly,,92,♂,872,81,6,9,15,66.7,27.0,27.0,,,,"2020-07-23 06:52","2020-07-19 18:57",7/19/2020,,,0,0,4,0,93.21%,279,97.20%,13500,37,Haunter,,0,,,,,,,,,G
964,Heatmor,,631,♀,1353,126,13,15,14,93.3,20.0,20.0,,,,"2020-07-23 06:49","2020-07-23 06:49",7/22/2020,,,0,0,0,0,69.08%,1267,95.95%,11000,10,Heatmor,,0,77.34%,929,96.24%,313000,248,Heatmor,,0,
965,Eevee,,133,♂,518,89,5,14,8,60.0,19.0,19.0,,,,"2020-07-23 06:49","2020-07-23 06:49",7/22/2020,,,0,0,5,0,93.26%,277,97.47%,0,25,Leafeon,,0,,,,,,,,,G
966,Gligar,,207,♀,392,63,11,11,5,60.0,8.0,8.0,,,,"2020-07-23 06:49","2020-07-23 06:49",7/22/2020,,,0,1,4,0,10.94%,3648,92.59%,35600,35,Gligar,,2,26.03%,3030,94.82%,129200,233,Gliscor,,2,
967,Clamperl,,366,♀,411,56,15,3,11,64.4,12.0,12.0,,,,"2020-07-23 06:48","2020-07-23 06:48",7/22/2020,,,0,0,0,0,48.57%,2107,94.40%,41400,92,Gorebyss,,0,71.28%,1177,95.35%,475400,330,Huntail,,0,
968,Krabby,,98,♂,697,63,2,12,14,62.2,17.0,17.0,,,,"2020-07-23 06:48","2020-07-23 06:48",7/22/2020,,,0,0,2,0,93.58%,264,97.79%,11300,60,Kingler,,0,,,,,,,,,G
969,Slakoth,,287,♀,663,114,8,5,13,57.8,26.0,26.0,,,,"2020-07-23 06:48","2020-07-22 21:37",7/22/2020,,,0,0,0,0,35.75%,2632,94.20%,21500,45,Vigoroth,,0,61.10%,1594,88.93%,436000,239,Vigoroth,,0,
970,Krabby,,98,♂,739,61,11,8,7,57.8,18.0,18.0,,,,"2020-07-23 06:48","2020-07-23 06:48",7/22/2020,,,0,0,2,0,46.94%,2174,95.09%,6900,56,Kingler,,0,26.52%,3010,95.11%,154400,198,Kingler,,0,
971,Slakoth,,287,♀,579,103,8,6,7,46.7,23.0,23.0,,,,"2020-07-23 06:48","2020-07-23 06:48",7/22/2020,,,0,0,1,0,40.68%,2430,94.48%,48000,67,Vigoroth,,0,42.69%,2348,86.89%,458000,257,Vigoroth,,0,
972,Krabby,,98,♂,1036,72,7,8,5,44.4,26.0,26.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/22/2020,,,0,0,0,0,40.49%,2438,94.15%,311000,214,Krabby,,0,42.69%,2348,95.74%,130000,186,Kingler,,0,
973,Slowpoke,Normal,79,♀,707,138,5,1,5,24.4,24.0,24.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/22/2020,,,0,0,4,0,7.69%,3781,77.08%,451000,226,Slowpoke,Normal,0,35.29%,2651,95.16%,379000,276,Slowbro,,0,
974,Hippopotas,,449,♂,956,120,8,12,5,55.6,27.0,27.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/22/2020,,,0,0,1,0,67.86%,1317,90.40%,428000,206,Hippopotas,,0,57.36%,1747,96.40%,28000,74,Hippowdon,,0,
975,Drilbur,,529,♀,518,81,14,8,9,68.9,14.0,14.0,,,,"2020-07-23 06:47","2020-07-21 22:16",7/21/2020,,,0,0,1,0,17.39%,3384,93.23%,8900,60,Excadrill,,0,,,,,,,,,G
976,Slakoth,,287,♂,391,80,15,15,7,82.2,14.0,14.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/21/2020,,,0,0,0,0,26.28%,3020,93.67%,71600,91,Vigoroth,,0,77.36%,928,96.83%,24600,149,Slaking,,0,
977,Eevee,,133,♂,893,116,13,14,13,88.9,30.0,30.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/21/2020,,,0,0,0,0,98.80%,50,96.11%,400000,182,Eevee,,0,74.41%,1049,96.47%,16000,39,Jolteon,,0,
978,Krabby,,98,♀,660,56,11,13,4,62.2,16.0,16.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/21/2020,,,0,0,0,0,55.09%,1840,95.44%,15100,64,Kingler,,0,28.64%,2923,95.21%,154600,196,Kingler,,0,
979,Shelmet,,616,♀,463,87,14,15,10,86.7,20.0,20.0,,,,"2020-07-23 06:47","2020-07-23 06:47",7/21/2020,,,0,0,0,0,30.67%,2840,94.05%,8000,207,Accelgor,,0,70.43%,1212,96.47%,289000,448,Accelgor,,0,
980,Krabby,,98,♂,1284,81,15,11,9,77.8,30.0,30.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/21/2020,,,0,0,1,0,32.67%,2758,93.75%,150000,182,Krabby,,0,27.55%,2968,95.16%,41000,90,Kingler,,0,
981,Slakoth,,287,♀,217,63,13,11,15,86.7,8.0,8.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/21/2020,,,0,0,2,0,87.52%,512,96.54%,8200,135,Slaking,,0,76.34%,970,96.79%,38600,167,Slaking,,0,
982,Darumaka,Galarian,554,♀,793,111,12,11,15,84.4,20.0,20.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/21/2020,,,0,0,0,0,84.86%,621,95.55%,363000,248,Darumaka,Galarian,0,26.57%,3008,95.07%,60500,104,Darmanitan,Galarian,0,
983,Slakoth,,287,♂,495,96,7,13,10,66.7,19.0,19.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/21/2020,,,0,0,0,0,88.72%,463,97.26%,65500,83,Vigoroth,,0,91.87%,334,97.79%,7500,131,Slaking,,0,
984,Budew,,406,♀,460,78,11,13,11,77.8,20.0,20.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/21/2020,,,0,0,0,0,54.70%,1856,95.31%,65000,83,Roselia,,0,47.64%,2145,96.12%,80000,195,Roserade,,0,
985,Krabby,,98,♂,1107,73,6,11,2,42.2,28.0,28.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/20/2020,,,0,0,0,0,52.01%,1966,94.72%,320000,198,Krabby,,0,47.42%,2154,95.90%,122000,182,Kingler,,0,
986,Petilil,,548,♀,428,71,14,13,11,84.4,15.0,15.0,,,,"2020-07-23 06:46","2020-07-20 23:48",7/20/2020,,,0,0,0,0,82.91%,701,96.21%,26400,74,Lilligant,,0,,,,,,,,,G
987,Krabby,,98,♀,1162,80,2,4,8,31.1,30.0,30.0,,,,"2020-07-23 06:46","2020-07-23 06:46",7/20/2020,,,0,0,0,0,73.21%,1098,95.82%,342000,182,Krabby,,0,77.75%,912,97.10%,121000,190,Kingler,,0,
988,Larvitar,,246,♂,426,78,10,14,15,86.7,15.0,15.0,,,,"2020-07-23 06:46","2020-07-20 10:44",7/20/2020,,,0,0,0,0,58.17%,1714,95.65%,106400,119,Pupitar,,0,60.02%,1638,96.17%,38400,161,Tyranitar,,0,
989,Gastly,,92,♂,976,82,12,12,13,82.2,29.0,29.0,,,,"2020-07-19 18:57","2020-07-19 18:57",7/19/2020,,,0,0,2,0,95.68%,178,92.97%,410000,190,Gastly,,0,,,,,,,,,G
990,Gastly,,92,♀,889,77,9,5,6,44.4,29.0,29.0,,,,"2020-07-19 18:57","2020-07-19 18:57",7/19/2020,,,0,0,2,0,45.96%,2214,94.52%,5000,29,Haunter,,0,,,,,,,,,G
991,Koffing,,109,♀,225,46,0,5,4,20.0,8.0,8.0,,,,"2020-07-19 18:26","2020-07-19 18:26",7/19/2020,,,0,1,2,0,82.83%,704,96.37%,6600,51,Weezing,Normal,2,20.46%,3258,88.68%,402600,258,Weezing,Normal,2,
992,Slakoth,,287,♂,395,83,4,13,2,42.2,16.0,16.0,,,,"2020-07-19 18:17","2020-07-19 18:17",7/19/2020,,,0,0,1,0,82.10%,734,96.77%,87600,103,Vigoroth,,0,94.48%,227,98.04%,22600,145,Slaking,,0,
993,Slowpoke,Normal,79,♂,668,132,6,13,10,64.4,21.0,21.0,,,,"2020-07-19 18:16","2020-07-19 18:16",7/19/2020,,,0,0,5,0,95.07%,203,97.63%,6000,56,Slowbro,,0,,,,,,,,,G
994,Chikorita,,152,♂,596,87,14,15,9,84.4,23.0,23.0,,,,"2020-07-19 18:16","2020-07-19 18:16",7/19/2020,,,0,0,1,0,78.00%,902,95.34%,308000,257,Bayleef,,0,59.44%,1662,95.32%,308000,357,Meganium,,0,
995,Gastly,,92,♀,895,79,9,12,13,75.6,27.0,27.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,47.45%,2153,94.58%,4500,29,Haunter,,0,,,,,,,,,G
996,Gastly,,92,♂,504,61,1,10,14,55.6,16.0,16.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,98.66%,56,98.52%,15100,139,Gengar,Normal,0,,,,,,,,,G
997,Gastly,,92,♀,476,56,2,8,3,28.9,16.0,16.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,54.48%,1865,95.10%,17600,141,Gengar,Normal,0,,,,,,,,,G
998,Gastly,,92,♂,516,57,12,11,5,62.2,16.0,16.0,,,,"2020-07-19 18:15","2020-07-19 18:15",7/19/2020,,,0,0,1,0,42.22%,2367,94.56%,12600,137,Gengar,Normal,0,,,,,,,,,G
999,Gastly,,92,♂,551,60,3,10,5,40.0,18.0,18.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,2,0,35.65%,2636,94.26%,6900,131,Gengar,Normal,0,,,,,,,,,G
1000,Gastly,,92,♂,868,74,10,12,5,60.0,27.0,27.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,1,0,44.13%,2289,94.43%,13500,37,Haunter,,0,,,,,,,,,G
1001,Gastly,,92,♀,454,59,2,4,13,42.2,15.0,15.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,1,0,56.07%,1800,95.17%,18900,143,Gengar,Normal,0,,,,,,,,,G
1002,Shinx,,403,♀,471,83,11,12,12,77.8,20.0,20.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,0,0,71.53%,1167,94.84%,313000,273,Luxio,,0,65.84%,1400,96.50%,103000,217,Luxray,,0,
1003,Gastly,,92,♀,549,62,0,10,8,40.0,18.0,18.0,,,,"2020-07-19 16:40","2020-07-19 16:40",7/19/2020,,,0,0,2,0,98.90%,46,98.63%,9400,133,Gengar,Normal,0,,,,,,,,,G
1004,Gastly,,92,♂,800,72,5,5,3,28.9,27.0,27.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,40.73%,2428,94.27%,33000,53,Haunter,,0,,,,,,,,,G
1005,Gastly,,92,♀,876,70,13,15,0,62.2,27.0,27.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,54.99%,1844,94.93%,13500,37,Haunter,,0,,,,,,,,,G
1006,Gastly,,92,♂,466,54,6,4,0,22.2,16.0,16.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,4.05%,3930,92.09%,17600,141,Gengar,Normal,0,,,,,,,,,G
1007,Gastly,,92,♂,595,60,1,11,0,26.7,20.0,20.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,2,0,41.03%,2416,94.50%,0,125,Gengar,Normal,0,,,,,,,,,G
1008,Gastly,,92,♀,549,64,2,0,9,24.4,19.0,19.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,2,0,14.77%,3491,93.14%,5000,129,Gengar,Normal,0,,,,,,,,,G
1009,Gastly,,92,♂,537,57,11,10,3,53.3,17.0,17.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,74.92%,1028,96.09%,11300,135,Gengar,Normal,0,,,,,,,,,G
1010,Gastly,,92,♀,855,74,11,5,3,42.2,28.0,28.0,,,,"2020-07-19 16:39","2020-07-19 16:39",7/19/2020,,,0,0,1,0,22.69%,3167,93.37%,14000,37,Haunter,,0,,,,,,,,,G
1011,Gastly,,92,♂,637,68,0,14,12,57.8,20.0,20.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,84.52%,635,88.61%,475000,248,Gastly,,0,,,,,,,,,G
1012,Gastly,,92,♀,485,57,3,2,2,15.6,17.0,17.0,,,,"2020-07-19 16:38","2020-07-19 16:38",7/19/2020,,,0,0,1,0,32.14%,2780,94.11%,16300,139,Gengar,Normal,0,,,,,,,,,G
